locatie omschrijving,date,BADGT_n,CHLFa_ug/l_blauwalg,E_COLI_nKVE/dl,INTTNLETRCCN_nKVE/dl,O2_%,O2_mg/l,T_oC,ZICHT_m,FG,TG,SQ,DR,RH,PG,UG,EV24
sarphatiepark,2008-01-14,,,,,,4.1,4.5,0.3,8.7,6.7,1.0,0.3,0.3,1001.7,81,0.3
sarphatiepark,2008-02-19,,,,,,7.5,2.2,0.2,2.3,1.4,0.0,0.4,0.1,1026.7,98,0.2
sarphatiepark,2008-03-18,,,,,,4.1,6.5,0.3,5.3,4.1,7.1,1.3,2.1,1015.5,79,1.4
sarphatiepark,2008-04-18,,,,,,14.6,9.6,0.4,8.0,8.0,6.1,0.0,0.0,1002.0,73,2.2
sarphatiepark,2008-05-27,,,,,,5.5,15.9,0.4,4.9,16.5,2.4,0.0,-0.1,1011.4,81,2.2
sarphatiepark,2008-06-24,,,,,,7.4,17.7,0.1,3.9,15.9,12.5,0.0,0.0,1019.0,64,4.6
sarphatiepark,2008-07-16,,,,,,3.5,19.0,0.1,5.5,17.0,9.5,0.4,0.1,1019.2,71,4.0
sarphatiepark,2008-08-20,,,,,,6.9,17.8,0.1,7.3,17.6,2.5,1.9,5.8,1010.6,83,2.0
sarphatiepark,2008-09-11,,,,,,3.5,18.1,0.3,3.7,19.5,6.9,0.8,1.5,1010.1,85,2.2
sarphatiepark,2008-10-15,,,,,,5.3,14.5,0.3,6.6,14.0,0.0,4.6,7.8,1011.9,91,0.4
sarphatiepark,2008-11-17,,,,,,3.4,9.1,0.5,3.4,7.1,4.6,0.2,0.1,1028.6,75,0.6
sarphatiepark,2008-12-15,,,,,,4.1,2.3,0.7,5.0,2.3,1.8,0.0,0.0,1016.5,94,0.2
sarphatiepark,2009-01-27,,,,,33.0,4.5,2.2,0.6,2.4,-0.4,4.9,0.0,0.0,1015.1,93,0.4
sarphatiepark,2009-02-13,,,,,41.0,5.6,2.7,0.4,3.3,2.0,2.0,4.4,3.2,1020.5,90,0.3
sarphatiepark,2009-03-12,,,,,43.0,5.4,7.0,0.5,6.4,7.9,0.7,3.2,0.9,1018.5,91,0.5
sarphatiepark,2009-04-28,,,,,76.0,7.8,13.7,0.25,3.2,9.6,1.7,4.0,1.6,1002.8,82,1.1
sarphatiepark,2009-05-27,,,,,38.0,3.7,17.0,0.4,7.4,12.3,4.4,1.5,1.0,1021.9,78,2.1
sarphatiepark,2009-06-26,,,,,70.0,6.2,20.5,0.2,3.7,20.1,5.5,0.6,10.9,1012.1,77,3.0
sarphatiepark,2009-07-24,,,,,76.0,7.0,19.3,0.25,6.3,16.5,6.3,2.8,10.4,1011.3,80,2.6
sarphatiepark,2009-08-28,,,,,73.0,6.7,19.0,0.15,8.3,16.1,7.1,4.3,15.0,1010.8,73,2.6
sarphatiepark,2009-09-28,,,,,36.0,3.6,14.8,0.2,4.6,15.3,2.0,0.0,-0.1,1023.3,83,1.2
sarphatiepark,2009-10-15,,,,,64.0,7.4,9.0,0.5,3.0,7.7,8.2,0.0,0.0,1030.4,76,1.3
sarphatiepark,2009-11-09,,,,,15.0,1.8,8.2,0.15,3.1,7.0,0.2,0.0,0.0,1014.8,93,0.2
sarphatiepark,2009-12-10,,,,,13.0,1.6,7.3,0.5,6.6,9.6,0.8,2.7,7.9,1022.1,90,0.2
sarphatiepark,2010-02-08,,,,,18.0,2.6,0.4,0.55,5.8,-3.3,1.3,0.0,0.0,1013.0,88,0.3
sarphatiepark,2010-03-04,,,,,73.0,9.7,3.8,0.5,4.4,1.7,9.7,0.0,0.0,1023.4,78,1.3
sarphatiepark,2010-04-01,,,,,29.0,3.4,8.1,0.55,8.4,5.6,6.6,3.4,2.6,1006.9,77,1.6
sarphatiepark,2010-05-06,,,,,63.0,6.9,10.5,0.25,6.0,9.0,10.4,0.0,0.0,1009.7,75,3.2
sarphatiepark,2010-06-04,,,,,76.0,7.4,17.1,0.3,3.5,16.5,15.2,0.0,0.0,1021.9,65,5.1
sarphatiepark,2010-07-01,,,,,73.0,6.5,21.2,0.4,2.4,21.3,7.6,0.0,0.0,1014.8,67,4.3
sarphatiepark,2010-08-06,,,,,45.0,4.2,18.4,0.2,2.3,17.0,8.6,0.0,0.0,1016.5,71,3.1
sarphatiepark,2010-09-10,,,,,25.0,2.5,16.1,0.6,4.9,15.8,1.2,3.0,1.9,1018.6,91,1.0
sarphatiepark,2010-10-07,,,,,22.0,2.2,15.8,0.55,3.4,14.1,4.3,0.0,0.0,1020.2,92,1.3
sarphatiepark,2010-11-03,,,,,30.0,3.3,10.4,0.5,8.0,12.8,2.0,4.8,2.9,1010.5,83,0.7
sarphatiepark,2010-12-01,,,,,25.0,3.7,0.4,0.35,10.0,-5.8,2.7,0.0,-0.1,1009.1,65,0.3
sarphatiepark,2011-01-06,,,1900.0,,8.0,1.0,1.8,0.35,4.0,4.5,0.0,14.1,15.8,995.4,96,0.1
sarphatiepark,2011-01-31,,,1100.0,,28.0,4.0,1.7,0.6,2.1,-0.3,0.0,0.0,-0.1,1025.6,82,0.2
sarphatiepark,2011-03-02,,,180.0,,36.0,4.9,3.6,0.5,6.9,1.9,8.7,0.0,0.0,1035.9,83,1.3
sarphatiepark,2011-04-06,,,560.0,,12.0,1.3,11.5,0.5,5.8,13.4,6.1,0.0,0.0,1025.2,80,2.0
sarphatiepark,2011-05-06,,,2600.0,,64.0,6.7,13.3,0.3,3.3,15.9,12.1,0.0,0.0,1018.8,49,3.7
sarphatiepark,2011-06-08,,,4400.0,,78.0,7.2,18.1,0.25,6.0,14.3,7.4,3.0,1.2,1007.1,71,3.4
sarphatiepark,2011-07-06,,,3300.0,,78.0,7.1,19.5,0.2,5.5,17.5,8.0,1.4,1.2,1007.7,70,3.3
sarphatiepark,2011-08-08,,,24000.0,,19.0,1.7,18.3,0.3,6.8,15.6,5.0,6.7,12.6,1004.5,81,2.5
sarphatiepark,2011-09-06,,,3700.0,,3.0,0.2,16.8,0.45,10.4,15.2,0.6,8.4,13.9,1008.9,88,0.7
sarphatiepark,2011-10-07,,,11000.0,,9.0,0.9,14.0,0.5,7.5,11.1,5.0,5.2,11.2,1011.2,81,1.2
sarphatiepark,2011-11-02,,,1700.0,,15.0,1.6,11.0,0.5,4.2,11.2,3.8,0.0,-0.1,1010.2,94,0.6
sarphatiepark,2011-12-01,,,2800.0,,10.0,1.3,6.4,0.6,6.1,8.9,1.0,10.0,13.7,1008.5,94,0.2
schinkel vlietstraat,2007-01-11,,,,,,7.5,8.0,0.85,13.3,8.5,0.0,6.4,4.9,1007.2,78,0.0
schinkel vlietstraat,2007-02-23,,,,,,9.0,7.2,1.2,5.5,9.1,2.7,0.4,0.7,1004.4,88,0.8
schinkel vlietstraat,2007-03-26,,,,,,7.1,8.0,0.9,6.3,11.7,11.3,0.0,0.0,1021.2,58,2.5
schinkel vlietstraat,2007-04-26,,,,,,8.8,16.9,0.7,3.9,17.8,11.3,0.0,0.0,1018.2,75,3.6
schinkel vlietstraat,2007-05-23,,,,,,6.5,18.0,1.3,1.8,15.4,13.7,0.0,0.0,1022.5,67,4.4
schinkel vlietstraat,2007-06-27,,,,,,3.7,18.0,1.2,8.3,14.5,8.7,2.7,5.7,1005.6,69,3.8
schinkel vlietstraat,2007-07-31,,,,,,6.6,19.4,1.0,3.7,14.7,9.8,0.6,1.4,1020.1,72,3.2
schinkel vlietstraat,2007-08-24,,,,,,5.0,20.2,1.2,2.2,18.9,8.7,0.0,0.0,1023.0,85,3.0
schinkel vlietstraat,2007-09-24,,,,,,4.8,17.0,0.6,7.1,14.5,2.8,1.5,1.5,1010.6,85,1.0
schinkel vlietstraat,2007-10-23,,,,,,6.2,11.5,1.0,5.0,5.1,8.9,0.0,0.0,1028.0,79,1.2
schinkel vlietstraat,2007-11-20,,,,,,6.8,6.5,1.4,5.0,7.4,0.9,3.3,0.6,1008.2,83,0.3
schinkel vlietstraat,2007-12-12,,,,,,7.8,7.0,0.6,1.0,2.8,0.0,0.0,0.0,1037.8,96,0.2
schinkel vlietstraat,2008-01-17,,,,,,8.9,5.5,0.6,7.0,5.7,0.0,2.6,5.5,1002.6,93,0.1
schinkel vlietstraat,2008-02-21,,,,,,8.4,4.0,0.9,7.7,7.0,0.0,1.6,0.4,1019.6,91,0.4
schinkel vlietstraat,2008-03-19,,,,,,8.9,7.4,1.2,5.5,4.4,8.9,1.9,2.7,1017.0,79,1.6
schinkel vlietstraat,2008-04-24,,,,,,9.4,12.8,1.2,5.3,11.3,3.0,1.4,0.5,1021.2,85,1.9
schinkel vlietstraat,2008-05-23,,,,,,9.1,17.5,1.6,4.9,17.1,14.2,0.0,0.0,1014.5,54,4.8
schinkel vlietstraat,2008-06-25,,,,,,6.8,19.2,0.8,5.9,18.0,8.0,0.0,0.0,1014.7,67,4.1
schinkel vlietstraat,2008-07-23,,,,,,5.0,18.8,1.1,2.3,19.1,6.6,0.0,0.0,1025.0,78,3.2
schinkel vlietstraat,2008-08-27,,,,,,3.4,18.6,1.1,5.2,17.3,0.0,0.0,0.0,1020.4,89,0.5
schinkel vlietstraat,2008-09-22,,,,,,5.0,15.8,0.8,3.0,14.0,3.6,0.0,0.0,1022.8,76,1.6
schinkel vlietstraat,2008-10-17,,,,,,5.0,13.1,1.0,3.4,9.0,4.5,0.8,3.9,1018.2,83,1.0
schinkel vlietstraat,2008-11-18,,,,,,5.1,9.0,1.0,5.1,7.9,0.9,2.2,2.1,1013.8,89,0.2
schinkel vlietstraat,2008-12-16,,,,,,7.4,2.5,0.7,2.8,0.1,0.0,0.0,0.0,1016.1,100,0.1
schinkel vlietstraat,2009-01-20,,,,,45.0,6.1,2.5,0.9,6.1,3.8,3.9,2.0,1.0,993.7,90,0.4
schinkel vlietstraat,2009-02-10,,,,,51.0,6.8,2.5,0.85,7.0,3.6,0.0,9.8,7.9,991.7,93,0.1
schinkel vlietstraat,2009-03-19,,,,,79.0,9.6,8.0,0.9,4.3,6.8,6.7,0.0,0.0,1029.5,81,1.6
schinkel vlietstraat,2009-04-22,,,,,87.0,8.9,15.0,1.3,4.0,9.5,12.2,0.0,0.0,1025.4,74,3.4
schinkel vlietstraat,2009-05-15,,,,,82.0,8.5,14.7,1.1,4.1,13.3,0.6,8.1,12.7,1005.1,87,1.2
schinkel vlietstraat,2009-06-17,,,,,59.0,5.5,19.0,1.2,4.8,17.6,10.0,0.9,0.2,1019.6,65,4.3
schinkel vlietstraat,2009-07-15,,,,,45.0,4.0,21.2,1.4,5.9,18.9,11.6,0.0,0.0,1015.5,70,4.0
schinkel vlietstraat,2009-08-19,,,,,53.0,4.7,21.7,1.2,3.0,21.9,10.3,0.0,0.0,1018.0,65,3.8
schinkel vlietstraat,2009-09-25,,,,,55.0,5.5,16.9,1.8,2.9,12.9,3.8,0.0,0.0,1026.7,81,1.2
schinkel vlietstraat,2009-10-22,,,,,56.0,6.2,10.5,2.2,3.0,8.8,0.0,3.7,3.2,1002.9,92,0.3
schinkel vlietstraat,2009-11-26,,,,,72.0,8.2,9.3,1.2,9.5,8.1,1.9,3.5,6.4,1002.1,87,0.3
schinkel vlietstraat,2009-12-17,,,,,52.0,6.8,3.7,1.0,5.6,-0.2,0.0,6.0,1.8,1006.2,97,0.1
singelgracht rijksmuseum,2017-09-05,,0.9,,,,,,,4.8,18.6,1.5,0.2,0.1,1014.8,85,1.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-01-19,,,,,53.0,7.3,2.2,1.0,2.5,-1.6,2.3,0.0,-0.1,1016.1,89,0.3
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-02-03,,,,,70.0,8.4,6.7,0.9,7.1,5.1,5.3,2.7,2.6,1017.4,77,0.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-03-18,,,,,77.0,9.4,6.8,0.9,3.4,5.6,0.0,0.0,-0.1,1023.9,87,0.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-04-05,,0.5,,,76.0,8.2,11.5,1.4,4.0,9.9,2.2,0.0,-0.1,1006.8,84,1.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-05-09,,0.5,,,92.0,8.8,17.2,0.8,6.5,20.5,13.6,0.0,0.0,1012.3,49,4.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-06-02,,0.5,,,58.0,5.4,18.4,0.8,6.2,13.8,0.0,0.2,0.5,1013.6,92,0.9
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-07-04,,0.5,,,40.0,3.7,19.1,0.8,2.5,17.4,13.4,0.0,0.0,1018.8,72,4.5
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-08-04,,0.5,,,51.0,4.7,19.5,1.8,7.0,18.2,6.4,0.0,-0.1,1009.3,76,2.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-09-01,,0.5,,,42.0,3.7,20.8,1.6,2.8,18.0,10.1,0.0,0.0,1021.8,79,3.1
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-10-06,,,,,49.0,5.0,14.0,1.0,5.1,10.5,5.4,0.0,0.0,1026.2,73,1.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-11-08,,,,,43.0,4.9,8.1,1.4,2.2,1.6,1.4,2.5,2.4,1008.5,94,0.3
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2016-12-01,,,,,44.0,5.6,5.3,1.4,5.1,9.1,1.9,0.0,0.0,1025.6,86,0.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-01-05,,,,,69.0,9.1,3.9,1.8,3.0,0.3,6.2,0.0,-0.1,1033.1,79,0.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-02-02,,,,,67.0,8.7,3.4,1.0,5.9,8.9,2.8,1.7,0.7,1004.2,88,0.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-03-02,,,,,55.0,6.6,6.6,0.5,9.0,6.3,2.4,4.8,4.8,1005.8,81,0.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-04-07,,0.5,,,65.0,7.1,11.4,1.2,4.5,10.6,7.9,0.0,0.0,1025.6,77,2.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-05-02,,0.7,,,73.0,7.7,12.1,1.2,3.5,11.3,4.4,3.4,1.9,1017.8,81,2.0
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-06-02,,0.5,,,59.0,5.3,20.4,0.8,2.3,20.3,11.7,0.0,0.0,1016.4,59,4.5
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-07-05,,0.5,,,46.0,4.1,20.0,1.0,2.9,19.0,13.0,0.0,0.0,1018.5,73,4.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-08-02,,2.4,,,36.0,3.2,19.4,0.8,4.9,18.3,2.7,2.6,1.8,1015.1,74,2.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-09-06,,0.6,,,,,,,6.7,16.0,1.7,1.7,3.2,1014.9,78,1.5
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-09-08,,0.6,,,44.0,4.0,18.3,1.0,6.3,14.9,0.0,16.1,67.2,999.0,94,0.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-10-04,,0.5,,,44.0,4.4,15.3,1.0,7.9,13.6,0.4,2.7,1.7,1018.4,69,0.9
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-11-02,,0.5,,,69.0,7.3,12.0,1.2,3.1,9.7,1.8,0.0,-0.1,1013.6,87,0.5
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2017-12-06,,0.5,,,54.0,6.2,9.6,1.0,7.6,8.6,0.0,0.0,0.0,1026.9,75,0.1
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-01-11,,,,,53.0,6.8,4.6,0.7,2.0,6.1,0.0,0.0,0.0,1018.1,96,0.1
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-02-07,,,,,68.0,9.2,2.8,1.0,1.8,-1.0,8.5,0.0,0.0,1018.6,71,0.8
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-03-07,,,,,109.0,14.2,2.9,0.8,3.9,6.4,4.1,2.0,4.9,994.2,85,1.1
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-04-09,,,,,43.0,4.7,11.4,0.8,4.3,11.0,0.5,0.6,0.1,1005.4,86,1.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-05-02,,,,,62.0,6.5,12.6,0.4,6.3,10.8,9.8,2.0,0.5,1010.0,70,3.3
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-06-05,,,,,36.0,3.2,21.0,0.7,3.8,16.0,7.8,0.0,0.0,1015.1,76,3.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-07-04,,,,,73.0,6.4,20.8,1.0,3.1,19.1,12.9,0.0,0.0,1014.8,68,4.9
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-08-07,,,,,47.0,3.9,24.5,1.8,2.6,26.2,10.0,1.0,2.0,1008.5,54,4.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-09-06,,,,,39.0,3.6,18.4,0.45,2.9,16.4,0.8,5.3,10.8,1012.8,94,0.8
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-10-08,,,,,48.0,5.0,13.7,0.8,4.1,11.2,7.3,0.0,0.0,1021.1,83,1.5
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-11-06,,,,,53.0,5.9,9.7,1.2,3.8,12.2,5.5,0.0,0.0,1004.9,81,0.9
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2018-12-07,,,,,70.0,7.9,8.8,0.8,9.5,10.3,0.0,9.5,9.7,1002.4,88,0.1
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-01-25,,,,,49.0,6.6,1.8,1.4,5.1,1.9,0.0,4.4,2.7,1011.8,96,0.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-02-27,,,,,67.0,8.1,7.5,0.8,2.5,9.4,9.7,0.0,0.0,1024.5,70,1.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-03-22,,,,,65.0,7.7,8.5,0.8,3.0,8.8,6.0,0.0,0.0,1029.4,91,1.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-04-16,,,,,86.0,9.5,10.2,1.2,5.4,12.1,11.8,0.0,0.0,1017.1,55,3.1
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-05-22,,,,,87.0,8.7,14.8,0.6,3.3,13.1,9.9,0.0,0.0,1019.5,69,3.9
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-06-18,,,,,47.0,4.3,20.4,0.5,2.7,20.1,10.0,0.0,0.0,1013.9,71,4.8
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-07-29,,,,,71.0,5.9,23.3,0.6,3.0,19.7,12.8,0.0,0.0,1011.0,68,4.5
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-08-21,,,,,54.0,5.0,19.6,1.0,2.5,16.0,9.3,0.0,0.0,1027.1,74,2.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-09-20,,,,,49.0,4.8,16.6,0.8,2.6,13.0,11.1,0.0,0.0,1027.7,78,2.5
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-10-17,,,,,45.0,4.6,13.7,1.0,4.0,12.8,6.5,2.5,0.8,1007.9,86,1.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-11-21,,,,,42.0,5.3,5.3,0.75,4.3,2.9,1.5,0.0,0.0,1008.3,88,0.3
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2019-12-16,,,,,71.0,8.8,5.5,0.7,4.5,6.7,0.0,4.9,3.5,1002.9,93,0.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-01-08,,,,,89.0,10.9,6.5,1.2,6.1,10.4,0.7,4.2,1.5,1020.9,94,0.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-02-05,,,,,63.0,7.7,6.8,0.8,2.6,4.8,5.6,0.0,0.0,1034.8,82,0.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-03-04,,,,,110.0,13.3,6.6,0.4,3.8,6.4,8.4,1.6,0.9,1008.3,80,1.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-04-07,,,,,99.0,10.9,12.4,1.2,3.0,12.3,12.1,0.0,0.0,1029.9,68,3.1
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-04-23,,,,,,,14.4,1.0,3.0,15.6,13.3,0.0,0.0,1019.0,51,4.0
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-05-08,,,,,106.0,10.8,15.2,0.7,1.8,15.4,11.7,0.0,0.0,1018.2,62,3.9
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-05-28,,,,,,,18.3,0.5,5.4,14.7,14.2,0.0,0.0,1034.1,60,4.8
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-06-04,,,,,78.0,7.1,19.0,1.0,5.6,12.3,1.1,2.9,2.0,998.1,80,1.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-07-03,,,,,61.0,5.6,20.2,0.7,7.8,17.5,8.6,0.0,0.0,1015.1,68,4.0
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-08-10,,,,,75.0,6.2,24.9,0.8,4.0,26.0,11.3,0.0,0.0,1015.0,61,4.3
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-09-03,,,,,59.0,5.7,17.4,0.8,6.3,16.4,0.0,14.3,20.2,1016.2,90,0.5
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-10-05,,,,,70.0,7.3,13.5,1.0,7.6,12.0,1.4,7.7,18.9,995.4,88,0.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-11-04,,,,,71.0,8.0,11.1,0.8,3.4,7.6,7.1,0.0,0.0,1031.8,80,0.8
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2020-12-18,,,,,68.0,8.5,6.4,1.2,6.4,7.9,4.9,0.0,0.0,1016.6,87,0.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-01-06,,,,,71.5,9.46,4.0,0.8,3.6,2.4,0.0,1.9,0.3,1016.9,85,0.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-02-02,,,,,74.0,9.7,3.5,0.8,3.6,4.2,0.0,6.9,5.9,998.1,93,0.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-03-12,,,,,90.0,11.0,6.6,1.0,9.5,6.8,3.6,2.1,5.2,1001.3,79,0.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-04-21,,,,,119.0,13.1,11.2,0.8,4.7,7.7,9.2,0.0,0.0,1020.5,71,2.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-05-10,,,,,102.0,10.6,13.4,0.8,5.0,14.8,5.9,1.2,3.0,1003.7,77,2.5
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-06-02,,,,,75.0,7.1,18.2,0.7,3.5,20.7,15.4,0.0,0.0,1014.6,61,5.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-07-02,,,,,47.0,4.4,19.4,0.6,2.6,16.8,7.9,0.0,-0.1,1016.7,83,3.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-08-03,,,,,59.0,5.6,18.9,0.8,2.2,15.2,1.9,0.0,0.0,1013.8,78,1.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-09-01,,,,,65.0,6.3,18.3,1.1,2.3,16.6,0.3,0.0,0.0,1028.7,76,1.3
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-10-05,,,,,55.0,5.7,14.3,0.8,6.6,12.8,5.0,5.7,11.8,1003.8,84,1.0
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-11-03,,,,,54.0,6.2,10.0,0.9,1.3,5.2,3.8,0.6,0.4,1001.7,94,0.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2021-12-02,,,,,67.0,8.2,5.9,0.6,3.1,2.4,1.6,4.7,9.2,1004.2,86,0.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-01-06,,,,,70.0,8.7,6.7,1.0,4.3,3.3,4.6,1.0,0.2,1016.5,84,0.4
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-02-04,,,,,83.0,10.2,6.4,1.2,8.6,6.6,0.0,4.2,7.4,1008.4,84,0.2
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-03-04,,,,,74.0,9.5,5.8,0.5,4.3,5.0,10.1,0.0,0.0,1020.7,60,1.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-04-01,,,,,83.0,9.7,8.8,0.8,8.2,3.1,7.6,4.2,5.5,1012.3,68,1.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-05-06,,,,,83.0,8.7,14.3,0.9,2.9,14.2,11.7,0.0,0.0,1024.7,72,4.0
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-06-07,,,,,62.0,6.0,17.3,0.6,5.2,15.1,9.2,0.0,-0.1,1011.7,73,3.9
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-07-08,,,,,70.0,6.4,20.5,0.8,3.7,17.4,11.6,0.0,0.0,1030.6,75,4.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-08-04,,,,,59.0,5.1,22.8,0.8,3.7,21.4,6.5,0.0,0.0,1014.1,68,3.7
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-09-30,,,,,37.0,3.9,13.3,0.8,5.2,12.4,5.4,6.1,11.2,1006.7,80,1.6
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-10-28,,,,,52.0,5.4,14.0,1.2,4.8,16.0,3.6,0.0,0.0,1017.3,86,0.9
"singelgracht westkant brug bij Alexanderplein t.o. tropenmuseum, A'dam",2022-11-14,,,,,58.0,6.1,9.8,0.8,4.0,5.9,7.7,0.0,0.0,1011.1,89,0.8
