Location_Unique,Lat,Long,Status,Sentiment_Score_median,INTTNLETRCCN_nKVE/dl_median,E_COLI_nKVE/dl_median,CHLFa_ug/l_blauwalg_median,FG_median,TG_median,SQ_median,DR_median,RH_median,Normalized_Amenities_Score
Sloterplas,52.3650133,4.814011,unofficial,0.6124,220.0,290.0,3.0,3.1,17.5,6.15,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.43095,255.0,800.0,3.9,4.3,18.2,6.0,0.2,0.1,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5859,60.0,130.0,5.95,5.8,18.0,6.8,0.4,0.3,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.6908,130.0,230.0,0.5,4.5,19.950000000000003,13.2,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.50105,30.0,60.0,0.55,4.3,13.6,8.8,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5439,15.0,40.0,0.5,4.55,9.1,6.5,0.2,0.1,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7385,,,0.5,5.0,6.7,2.9,2.0,1.3,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.4967,,,0.5,4.35,6.65,2.9,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5991500000000001,,,0.5,6.1,6.3,1.2,2.2,2.2,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.37985,,,,4.6,4.5,1.8,1.4,0.5,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7964,,,0.3,5.65,9.4,2.3499999999999996,1.75,1.85,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,,,0.5,4.4,13.7,4.3,0.3,0.2,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5784,145.0,405.0,0.9,3.4,14.45,7.3,1.75,2.8499999999999996,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.6124,140.0,660.0,1.0,3.4,19.8,9.0,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5199,165.0,680.0,0.9,4.2,17.4,9.2,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.4215,17.5,155.0,0.5,4.15,16.799999999999997,10.95,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.45065,22.5,95.0,0.5,4.6,9.9,8.2,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,,,0.5,4.1,8.7,9.8,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.65185,,,0.85,7.8,6.949999999999999,3.85,2.1,1.5,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.2377,,,0.5,5.0,5.5,1.0,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,,,0.5,4.7,5.3,0.2,1.2,0.6,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.6801999999999999,,,0.5,3.3,8.1,1.45,0.9,0.4,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.6451,,,0.5,5.4,11.9,2.7,1.3,1.5,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.6588,180.0,510.0,0.5,3.45,16.45,6.0,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7645,360.0,3400.0,0.5,4.5,17.0,5.6,0.1,0.1,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.44845,50.0,230.0,0.75,3.6,17.9,5.3,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.56585,22.5,150.0,0.55,3.55,17.85,8.149999999999999,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7825,80.0,370.0,0.5,4.4,11.1,5.9,1.2,1.3,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.4355,15.0,25.0,0.5,4.4,6.85,7.0,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,,,0.5,4.2,6.3,3.3,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.4404,,,0.5,5.15,5.25,5.2,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.2023,,,0.5,4.8,3.2,1.5,1.4,0.8,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.2997,,,0.5,4.7,5.5,0.9,2.0,1.3,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7964,,,0.5,4.5,8.9,2.3,0.3,0.25,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,,,0.55,5.6,11.5,2.4,1.7,2.1,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.148,200.0,1225.0,1.5,4.55,15.35,5.95,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.552,125.0,655.0,1.55,4.0,20.4,7.5,0.4,0.3,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.6451,160.0,210.0,0.6499999999999999,4.2,17.3,6.4,0.3,0.3,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.65785,30.0,130.0,0.5,4.15,17.45,7.85,0.3,0.35,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.21075,30.0,270.0,0.5,4.5,13.6,11.7,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,-0.1174,25.0,37.5,0.5,3.9,11.8,10.75,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.8834,,,0.5,5.8,6.8,6.7,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,,,,0.6,9.2,7.6,2.6,2.5,2.7,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,,,0.5,6.2,6.5,0.4,1.0,0.7,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7717,,,0.5,5.2,6.2,2.4,1.6,0.7,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5719,,,0.5,4.05,6.2,1.4,0.6,0.8,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,,,0.6,4.7,11.8,2.4,1.6,1.5,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5719,60.0,580.0,1.4,4.7,15.35,5.449999999999999,0.8,0.6499999999999999,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5175000000000001,90.0,310.0,1.7,4.6,18.5,7.6,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,30.0,60.0,1.6,3.8,18.1,8.4,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,50.0,270.0,0.5,4.25,16.950000000000003,9.4,0.05,0.05,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7003,15.0,20.0,0.5,4.0,11.9,6.9,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5994,15.0,55.0,0.5,4.8,10.4,10.5,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5859,,,0.5,6.5,8.1,3.0,1.0,0.4,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.296,,,0.5,4.1,7.15,6.35,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.6474500000000001,,,0.5,5.1,4.6,0.7,1.3,0.7,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5859,,,0.5,5.6,6.5,0.7,1.5,0.8,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5106,,,0.9,4.75,6.9,1.35,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.514,,,4.8,4.2,12.7,6.8,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.61165,90.0,390.0,18.9,4.199999999999999,15.25,6.300000000000001,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5859,330.0,3200.0,31.7,4.0,19.0,7.0,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7003,90.0,400.0,2.0,3.3,20.0,11.7,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7959,90.0,600.0,0.6,4.25,17.0,7.25,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.5859,20.0,370.0,0.5,3.9,17.8,10.3,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.80525,17.5,107.5,0.5,4.5,11.05,3.9,0.3,0.1,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7906,,,,4.6,5.6,4.0,1.0,0.2,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.3953,15.0,200.0,8.7,3.5,17.4,6.6,0.3,0.2,0.21
Sloterplas,52.3650133,4.814011,unofficial,,290.0,330.0,8.2,4.3,18.2,6.5,1.0,1.4,0.21
Sloterplas,52.3650133,4.814011,unofficial,,37.5,185.0,0.5,4.45,9.05,7.15,0.35,0.05,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.7717,,,0.5,4.8,8.1,5.4,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,,,,,5.45,4.9,0.6499999999999999,1.25,0.5,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.4767,,,,3.8,1.3,2.3,0.3,0.1,0.21
Sloterplas,52.3650133,4.814011,unofficial,,,,,3.5,6.0,1.0,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,,,,0.7,3.8,9.9,4.3,0.0,0.0,0.21
Sloterplas,52.3650133,4.814011,unofficial,0.6705,30.0,180.0,10.2,3.45,17.65,7.65,0.0,0.0,0.21
Sloterplas,52.3720176,4.822453,unofficial,0.765,410.0,550.0,,4.8,12.4,2.4,3.4,5.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4229,155.0,215.0,4.1,3.1,17.5,6.15,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5994,110.0,740.0,5.25,4.3,18.2,6.0,0.2,0.1,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4404,35.0,170.0,7.9,5.8,18.0,6.8,0.4,0.3,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5859,80.0,145.0,0.5,4.5,19.950000000000003,13.2,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.44845,17.5,20.0,0.5,4.3,13.6,8.8,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,,15.0,37.5,0.5,4.55,9.1,6.5,0.2,0.1,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4019,,,0.5,5.0,6.7,2.9,2.0,1.3,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.3,5.65,9.4,2.3499999999999996,1.75,1.85,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4215,,,0.5,4.4,13.7,4.3,0.3,0.2,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6811499999999999,145.0,405.0,0.75,3.4,14.45,7.3,1.75,2.8499999999999996,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6249,140.0,660.0,0.75,3.4,19.8,9.0,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6571,165.0,680.0,0.9,4.2,17.4,9.2,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6378,17.5,155.0,0.5,4.15,16.799999999999997,10.95,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6133500000000001,15.0,55.0,0.5,4.0,14.0,9.0,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.7177,15.0,50.0,0.5,4.6,9.9,8.2,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.62635,,,0.5,4.1,8.7,9.8,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.0,,,0.85,7.8,6.949999999999999,3.85,2.1,1.5,0.14
Sloterplas,52.3720176,4.822453,unofficial,-0.1901,,,0.5,4.7,5.3,0.2,1.2,0.6,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5025,245.0,675.0,0.5,3.45,16.45,6.0,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.93,410.0,2900.0,0.5,4.5,17.0,5.6,0.1,0.1,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.72375,90.0,915.0,0.6499999999999999,3.6,17.9,5.3,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6686000000000001,30.0,160.0,0.5,3.55,17.85,8.149999999999999,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5994,105.0,670.0,0.5,4.4,11.1,5.9,1.2,1.3,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5994,15.0,20.0,0.5,4.4,6.85,7.0,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.5,4.2,6.3,3.3,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5419,,,0.5,5.15,5.25,5.2,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6808,,,0.5,4.8,3.2,1.5,1.4,0.8,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.9124,,,0.5,4.5,8.9,2.3,0.3,0.25,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.55,5.6,11.5,2.4,1.7,2.1,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4753,220.0,1800.0,1.0,4.55,15.35,5.95,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5994,220.0,1100.0,1.55,4.0,20.4,7.5,0.4,0.3,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4215,570.0,655.0,0.8,4.2,17.3,6.4,0.3,0.3,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4967,45.0,210.0,0.5,4.15,17.45,7.85,0.3,0.35,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4601499999999999,32.5,275.0,0.5,4.5,13.6,11.7,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.5,5.8,6.8,6.7,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.6,9.2,7.6,2.6,2.5,2.7,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4033,,,0.5,6.2,6.5,0.4,1.0,0.7,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.5,5.2,6.2,2.4,1.6,0.7,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.5,4.05,6.2,1.4,0.6,0.8,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.1574,,,0.6,4.7,11.8,2.4,1.6,1.5,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5707,195.0,940.0,2.95,4.7,15.35,5.449999999999999,0.8,0.6499999999999999,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.43095,100.0,395.0,1.2,4.6,18.5,7.6,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6124,22.5,122.5,1.35,3.8,18.1,8.4,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5423,120.0,425.0,0.5,4.25,16.950000000000003,9.4,0.05,0.05,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4939,17.5,35.0,0.6,4.0,11.9,6.9,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5994,15.0,90.0,0.5,4.8,10.4,10.5,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6808,,,0.5,6.5,8.1,3.0,1.0,0.4,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.5,4.1,7.15,6.35,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.5,5.1,4.6,0.7,1.3,0.7,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6191,,,0.5,5.6,6.5,0.7,1.5,0.8,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.238,,,0.9,4.75,6.9,1.35,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.5994,,,4.8,4.2,12.7,6.8,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4215,155.0,995.0,18.5,4.199999999999999,15.25,6.300000000000001,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.7351,550.0,3450.0,29.2,4.0,19.0,7.0,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.4404,100.0,800.0,4.15,3.3,20.0,11.7,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.17875,160.0,930.0,0.6,4.25,17.0,7.25,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.69555,152.5,600.0,0.5,3.9,17.8,10.3,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,,15.0,200.0,0.5,4.5,11.05,3.9,0.3,0.1,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.6476500000000001,,,,4.6,5.6,4.0,1.0,0.2,0.14
Sloterplas,52.3720176,4.822453,unofficial,,,,0.5,5.449999999999999,1.5,6.4,0.0,0.0,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.2986,,,,4.15,7.6,1.7000000000000002,1.8,1.6,0.14
Sloterplas,52.3720176,4.822453,unofficial,0.9652,,,5.65,6.0,13.5,3.3,0.8,0.4,0.14
Sloterplas,52.3720176,4.822453,unofficial,,35.0,410.0,0.5,4.8,17.6,7.699999999999999,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.6249,,,,6.0,8.8,2.2,3.65,3.9,0.14
Sloterplas,52.366264,4.8166934,unofficial,,410.0,550.0,,4.8,12.4,2.4,3.4,5.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,,110.0,740.0,5.25,4.3,18.2,6.0,0.2,0.1,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.86385,35.0,170.0,7.9,5.8,18.0,6.8,0.4,0.3,0.14
Sloterplas,52.366264,4.8166934,unofficial,,80.0,145.0,0.5,4.5,19.950000000000003,13.2,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.5994,410.0,2900.0,0.5,4.5,17.0,5.6,0.1,0.1,0.14
Sloterplas,52.366264,4.8166934,unofficial,,90.0,915.0,0.6,3.6,17.9,5.3,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,,30.0,160.0,0.5,3.55,17.85,8.149999999999999,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,,15.0,20.0,0.5,4.4,6.85,7.0,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,,,,0.5,4.5,8.9,2.3,0.3,0.25,0.14
Sloterplas,52.366264,4.8166934,unofficial,,,,0.55,5.6,11.5,2.4,1.7,2.1,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.4986,220.0,1800.0,1.25,4.55,15.35,5.95,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.5703,220.0,1100.0,1.6,4.0,20.4,7.5,0.4,0.3,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.603,570.0,655.0,0.6,4.2,17.3,6.4,0.3,0.3,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.5859,45.0,210.0,0.5,4.15,17.45,7.85,0.3,0.35,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.5859,32.5,275.0,0.5,4.5,13.6,11.7,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,,,,0.5,6.2,6.5,0.4,1.0,0.7,0.14
Sloterplas,52.366264,4.8166934,unofficial,,,,0.5,5.2,6.2,2.4,1.6,0.7,0.14
Sloterplas,52.366264,4.8166934,unofficial,,,,0.5,4.05,6.2,1.4,0.6,0.8,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.9052,195.0,940.0,2.95,4.7,15.35,5.449999999999999,0.8,0.6499999999999999,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.0,100.0,395.0,1.2,4.6,18.5,7.6,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.69085,22.5,122.5,1.35,3.8,18.1,8.4,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.9136,120.0,425.0,0.5,4.25,16.950000000000003,9.4,0.05,0.05,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.6547,17.5,35.0,0.6,4.0,11.9,6.9,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,,15.0,90.0,0.5,4.8,10.4,10.5,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.5877,,,0.5,6.5,8.1,3.0,1.0,0.4,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.4215,,,0.5,5.1,4.6,0.7,1.3,0.7,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.6588,,,4.8,4.2,12.7,6.8,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.3506,550.0,3450.0,29.2,4.0,19.0,7.0,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.2942,100.0,800.0,4.15,3.3,20.0,11.7,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.7674000000000001,160.0,930.0,0.6,4.25,17.0,7.25,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,0.79115,152.5,600.0,0.5,3.9,17.8,10.3,0.0,0.0,0.14
Sloterplas,52.366264,4.8166934,unofficial,,15.0,200.0,0.5,4.5,11.05,3.9,0.3,0.1,0.14
Sloterplas,52.366264,4.8166934,unofficial,,35.0,410.0,0.5,4.8,17.6,7.699999999999999,0.0,0.0,0.14
Park Somerlust,52.34103,4.9158689,unofficial,0.0,30.0,80.0,0.5,4.15,16.799999999999997,10.95,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,30.0,125.0,2.3,4.0,14.0,9.0,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.5719,,,,4.1,8.7,9.8,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,3.3,8.1,1.45,0.9,0.4,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.0,110.0,590.0,,4.5,17.0,5.6,0.1,0.1,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.71655,60.0,260.0,,3.6,17.9,5.3,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,40.0,310.0,,3.55,17.85,8.149999999999999,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.743,37.5,90.0,,4.4,11.1,5.9,1.2,1.3,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.5994,20.0,40.0,,4.4,6.85,7.0,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,4.2,6.3,3.3,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.8016,,,,5.15,5.25,5.2,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,4.5,8.9,2.3,0.3,0.25,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,5.6,11.5,2.4,1.7,2.1,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.8122,220.0,750.0,,4.55,15.35,5.95,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.8655999999999999,60.0,580.0,,4.0,20.4,7.5,0.4,0.3,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.36345,55.0,630.0,,4.2,17.3,6.4,0.3,0.3,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.7717,30.0,155.0,,4.15,17.45,7.85,0.3,0.35,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,105.0,330.0,,4.5,13.6,11.7,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,9.2,7.6,2.6,2.5,2.7,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,5.2,6.2,2.4,1.6,0.7,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,4.05,6.2,1.4,0.6,0.8,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,4.7,11.8,2.4,1.6,1.5,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,215.0,260.0,,4.7,15.35,5.449999999999999,0.8,0.6499999999999999,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.636,250.0,570.0,,4.6,18.5,7.6,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,140.0,595.0,,3.8,18.1,8.4,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.7906,70.0,415.0,,4.25,16.950000000000003,9.4,0.05,0.05,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,35.0,105.0,,4.0,11.9,6.9,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,20.0,110.0,,4.8,10.4,10.5,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,5.1,4.6,0.7,1.3,0.7,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.9098,185.0,965.0,0.5,4.199999999999999,15.25,6.300000000000001,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,40.0,290.0,1.9,4.0,19.0,7.0,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.21075,15.0,120.0,3.8,3.3,20.0,11.7,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,-0.1027,17.5,180.0,,4.25,17.0,7.25,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,32.5,120.0,,3.9,17.8,10.3,0.0,0.0,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,4.6,5.6,4.0,1.0,0.2,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.7845,,,,6.5,5.2,0.9,1.7,0.8,0.43
Park Somerlust,52.34103,4.9158689,unofficial,,,,,6.0,13.5,3.3,0.8,0.4,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.91,65.0,195.0,,4.3,18.2,6.5,1.0,1.4,0.43
Park Somerlust,52.34103,4.9158689,unofficial,0.7351,20.0,255.0,0.5,3.75,15.9,5.4,0.6000000000000001,0.75,0.43
Strand Blijburg,52.3552096,5.0095073,official,,,,,4.8,12.4,2.4,3.4,5.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.0,,,,3.1,17.5,6.15,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.5859,,,,4.3,18.2,6.0,0.2,0.1,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.431,,,,5.8,18.0,6.8,0.4,0.3,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.125,,,,4.5,19.950000000000003,13.2,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.4754,,,,4.3,13.6,8.8,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,4.55,9.1,6.5,0.2,0.1,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,5.0,6.7,2.9,2.0,1.3,0.36
Strand Blijburg,52.3552096,5.0095073,official,,,,,4.35,6.65,2.9,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.0,,,,6.1,6.3,1.2,2.2,2.2,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.0,,,,5.65,9.4,2.3499999999999996,1.75,1.85,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.72165,,,,4.4,13.7,4.3,0.3,0.2,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.6117,,,,3.4,14.45,7.3,1.75,2.8499999999999996,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.5789,,,,3.4,19.8,9.0,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.5994,,,,4.2,17.4,9.2,0.0,0.0,0.36
Strand Blijburg,52.3552096,5.0095073,official,0.1911999999999999,,,,4.15,16.799999999999997,10.95,0.0,0.0,0.36
